source,target,weight_1,weight_2
830,2931,7,6
3507,3507,5,6
1049,1049,3,9
4635,4635,3,4
242,2730,9,6
4697,1415,7,4
2558,1842,6,4
3507,4091,9,2
2692,1422,5,4
4877,612,8,10
2794,260,1,2
3501,4741,4,4
525,525,1,5
4448,4448,10,3
355,4998,1,5
777,4515,4,1
4531,4970,5,3
2349,4300,4,2
1245,2145,8,1
861,2438,4,2
4225,3585,1,4
1919,3907,1,8
4550,4550,7,6
1308,1376,2,5
1047,145,4,2
517,3635,10,2
620,4858,9,3
197,197,7,10
906,906,3,3
4969,3757,1,5
2422,1246,4,7
4400,4478,1,6
1049,482,7,10
4448,4448,8,2
2858,2590,9,8
4642,1166,1,8
562,562,8,10
1500,2087,2,1
940,940,5,2
3074,3074,5,3
4221,2437,9,6
389,39,6,1
4225,4225,3,1
633,74,10,4
2926,2658,9,7
3331,1159,6,6
2139,1088,3,5
629,629,10,10
2050,4830,3,10
4747,1991,7,6
470,470,1,5
2039,2039,9,10
4314,4314,10,1
4070,2718,8,6
1652,2045,3,6
3062,1809,5,2
4688,4349,4,4
1871,2738,7,7
434,1910,7,7
1049,1049,10,9
4333,4333,9,3
3789,1869,9,10
1685,1685,9,10
4642,332,6,4
1526,2640,2,10
1049,1092,1,7
511,511,6,5
3995,333,1,6
4719,2390,8,7
3550,4324,1,3
906,906,7,10
3225,2056,7,3
4221,4817,4,6
4510,2739,5,3
706,3244,6,8
2106,560,10,6
3111,358,9,5
2706,153,5,2
826,2777,4,9
4075,2324,4,1
3525,773,4,4
3491,3491,1,6
906,4432,9,2
2139,2139,7,9
2122,2122,2,7
4472,4477,5,2
3322,4215,7,2
3230,3230,8,4
3025,3807,9,3
394,1191,9,3
1936,1936,5,6
4151,4151,7,4
3253,1732,5,10
322,616,8,3
3789,1981,6,10
2823,2863,4,5
4452,4452,4,2
515,515,9,1
750,2850,8,3
3575,3575,8,8
620,620,1,4
2559,3751,9,9
358,4965,10,2
4319,4319,4,10
1412,521,3,2
3446,171,9,1
3194,3255,3,5
3660,1521,8,10
2903,1680,5,7
692,276,8,3
3032,4033,8,2
1049,4708,8,4
1871,800,3,4
4097,1713,2,10
3555,3555,3,4
1802,405,1,5
2858,2686,3,2
3033,3033,4,8
3533,2882,5,7
139,139,5,6
3491,3491,9,5
2448,161,2,7
1650,426,7,10
3880,3703,7,8
1839,4637,2,6
1685,1685,7,7
2022,2548,10,10
942,942,7,1
4319,4319,9,4
3211,1372,1,3
765,789,4,3
4193,2513,1,1
1046,3958,1,8
3211,2360,8,3
3453,4960,9,1
3640,3640,1,5
3555,3614,1,10
3349,3349,7,8
3091,3091,7,9
2250,4685,4,2
4755,2822,8,5
1789,2472,10,5
2515,2695,6,7
4115,267,4,8
4979,594,5,9
1049,545,1,8
3505,3887,5,5
3197,2769,3,8
76,3228,8,5
4609,2541,10,5
4642,4642,6,5
326,1670,1,9
4319,4319,6,3
1526,1526,2,6
4225,1576,4,10
2958,2719,9,1
518,3908,7,4
621,621,5,7
2470,4729,7,4
3351,1701,7,10
4642,2976,9,2
3505,3944,9,5
4614,4632,1,4
1929,2191,9,7
4851,1586,8,8
3318,4604,10,9
1553,4066,4,4
3730,3730,1,6
548,2803,2,2
4522,2723,7,4
2431,1200,3,10
543,2714,9,9
772,1296,7,2
17,17,10,3
3406,3406,4,7
749,2185,1,10
4575,4443,5,7
1049,1049,1,10
934,934,1,8
1200,477,1,8
3650,3882,6,7
4217,4040,9,10
4447,4447,7,8
2426,2799,9,1
1685,1685,9,7
1520,2147,3,7
427,2413,6,2
3555,1082,8,8
3731,3731,10,8
1685,4476,10,9
1049,1436,4,5
4458,116,2,5
1426,2544,4,8
3197,4986,7,9
620,2664,5,6
2690,3928,6,6
2139,1921,2,4
1278,3559,9,3
3091,3091,2,6
1674,1674,1,5
415,3831,7,7
3037,2364,1,3
2817,2817,5,4
3665,1665,9,6
3302,4301,1,10
4097,4097,10,8
3471,3557,9,9
1816,1816,1,10
4448,4448,6,1
1285,733,10,5
2182,3724,8,3
2235,4878,4,10
1049,2957,3,5
1160,1206,9,6
4707,1935,9,9
667,2847,9,7
511,511,6,7
2425,84,8,4
2616,1544,4,1
3307,3307,3,3
370,3207,2,10
1049,1938,5,3
830,406,8,6
830,4256,4,3
297,784,6,9
4486,26,4,7
3481,3481,1,2
2236,4733,5,3
4583,4583,3,9
900,900,1,2
4707,3256,4,10
1553,1553,5,7
2238,1803,3,9
2903,340,3,3
906,1666,1,1
2782,4310,7,9
3083,1241,8,9
3546,2894,6,2
4503,3934,6,6
2707,3284,1,6
4701,4797,10,5
4968,3975,5,6
1368,133,7,4
562,562,6,6
2139,2188,2,5
4491,1702,9,2
3692,965,7,4
221,870,1,5
2909,1168,7,2
14,14,3,5
2380,2380,9,6
692,707,5,8
1553,1553,5,1
4642,4642,7,2
1199,1888,8,5
264,454,4,5
682,682,5,10
1997,1997,1,6
2499,2499,6,6
2939,2939,1,5
2139,2139,7,3
667,667,3,5
3846,4172,1,7
3939,1170,2,7
389,389,5,8
1165,3486,5,7
2132,2051,5,2
3538,2979,8,6
830,4993,4,4
2953,1196,7,4
3154,3154,10,7
4116,3981,9,9
1643,2033,6,7
4642,4642,4,7
1652,1371,1,9
2835,2835,7,3
4592,691,6,2
1049,1049,7,2
1917,1840,3,4
1973,4127,5,5
1049,1580,10,9
565,565,4,1
42,3408,3,4
1872,4939,1,5
4357,3860,9,1
2561,2561,6,4
849,849,10,1
1049,1049,7,6
853,853,6,8
1652,1652,9,3
3481,4161,4,7
4326,4326,4,1
2660,3171,5,7
4347,3075,10,10
4707,4088,2,8
1520,3783,1,1
2431,2431,3,6
4799,4775,8,4
2024,554,10,9
1558,2211,5,5
1700,168,7,8
17,3278,4,4
1437,218,1,8
389,389,3,1
2789,2789,9,4
4734,590,5,3
2247,1659,8,8
2559,2559,9,1
3432,1551,2,7
4969,2923,4,6
1300,1300,5,1
4642,3077,2,9
1828,2276,2,7
2137,586,7,7
2047,646,6,5
561,2549,7,10
777,1417,1,9
1049,1049,10,3
4707,4707,6,7
2139,4239,1,2
1894,2853,6,7
4727,4887,2,7
793,1889,1,2
3505,4211,8,3
4368,4257,1,8
770,770,10,8
973,2172,9,3
1049,3042,2,7
4186,4725,4,2
2726,1848,9,10
849,4083,3,6
4653,1731,2,8
2139,4237,10,10
2707,4481,3,6
1412,4396,5,5
3416,3416,2,8
2139,689,1,5
3322,3334,5,1
105,3060,9,7
3233,1488,5,3
2139,3162,3,10
4990,1270,5,2
3789,124,8,4
1736,1264,8,8
550,550,3,6
793,793,8,9
1183,1183,8,1
2744,2744,4,2
336,473,6,8
1379,206,10,2
1708,4181,5,1
3693,2342,4,4
3101,4462,1,1
1588,1588,8,5
1816,1343,10,5
186,2551,10,8
3128,2767,2,6
3622,2694,4,1
4216,1289,10,7
3377,4360,5,9
634,634,5,9
3608,3608,9,2
1308,2248,5,8
3730,3706,8,4
3812,2761,10,7
1553,2384,7,5
1049,794,3,7
1508,3188,7,5
486,2659,7,9
1595,1595,3,10
2653,2653,6,5
973,3554,2,2
4990,3508,1,8
3140,1627,2,10
1049,2288,2,5
2896,1752,10,2
3279,3358,9,6
4978,4862,9,1
1089,83,5,4
17,17,9,2
2417,4175,7,3
2139,2233,4,2
4751,4751,2,5
4642,3373,2,1
2859,2601,4,10
4225,4225,4,3
412,4468,6,7
4653,346,10,4
3360,872,8,4
1941,1941,9,10
3477,1360,4,2
2478,1694,9,6
1932,1525,10,10
2322,465,3,7
4810,4810,1,10
940,3480,7,4
817,1676,6,10
1491,2904,10,6
2783,631,6,6
1049,2063,4,4
3789,3388,6,2
4886,4886,6,4
1049,409,9,5
2831,4334,8,9
3395,4619,4,5
3175,4128,6,3
621,621,5,6
1215,2636,10,5
4216,4216,4,2
2958,109,9,9
1520,4800,2,1
4314,4314,7,10
2345,2406,7,8
3275,3275,3,4
3239,3239,7,5
918,3717,10,5
2386,4435,2,5
1652,1652,8,8
3895,3895,5,2
389,4188,6,9
1226,4312,5,4
467,1434,9,2
777,777,6,10
2182,2182,3,8
2375,2588,3,8
631,631,3,5
434,896,8,6
3912,894,3,1
4707,4707,9,9
4981,4839,5,5
4119,645,2,8
4642,1779,1,4
4151,4151,4,10
3505,3505,4,1
1685,1685,3,2
3258,1147,6,9
1301,1301,2,10
2986,2986,6,1
4524,2990,6,1
683,2682,9,7
1049,4048,9,1
2474,4405,9,7
2559,489,4,8
3550,501,2,10
2139,2139,2,1
583,864,4,7
2431,4916,2,10
1553,2100,4,8
1894,825,9,8
1049,3606,6,6
806,806,3,9
3550,2963,1,5
1049,4820,4,9
1591,4778,10,9
4384,2684,9,8
3569,705,9,4
620,3562,3,1
1301,1041,7,2
2025,3709,1,8
1049,4596,7,9
1560,822,10,9
4448,819,5,7
2792,3993,3,4
3229,4910,4,7
1210,2857,6,10
1331,4284,8,8
4046,4135,8,1
1957,1957,2,1
1049,2284,8,8
2690,3034,7,4
1788,4103,4,9
1700,3170,10,7
389,301,8,8
3861,3861,3,9
838,157,10,1
3460,3430,3,6
395,4696,6,8
1987,1987,10,1
4674,1645,5,2
1966,835,4,2
3416,1187,2,4
2559,3050,4,9
4202,3509,1,1
3716,125,9,8
4208,4465,2,3
868,868,3,4
793,1914,5,2
4770,4770,4,5
4990,4762,2,1
2183,2183,10,3
3052,13,5,3
4844,2647,6,10
4642,1920,1,4
3660,3660,3,8
620,1156,3,7
688,4874,5,10
175,2619,10,3
4707,4185,5,5
891,886,8,5
2892,3583,9,7
4701,4701,5,8
4642,4853,8,10
4119,4912,8,3
1049,3516,4,7
2349,452,2,6
547,547,1,8
3697,3697,4,1
4377,2399,8,8
3859,4251,8,4
1049,3372,2,3
2801,4177,7,6
3091,3091,10,4
265,265,1,8
4385,4385,6,1
3091,3091,6,10
1478,2991,2,5
353,353,6,7
4234,298,10,8
714,4798,8,9
4216,4351,3,4
17,235,8,7
2393,2393,8,1
331,3653,8,4
4177,1930,8,7
2816,2816,9,10
3274,3274,9,3
4421,4421,6,1
1467,1467,10,3
3140,1755,7,3
4588,4610,3,8
625,1756,2,6
4620,2241,3,7
3555,3555,5,1
3848,3089,5,3
486,3251,4,6
988,988,7,6
1335,1335,8,3
3432,314,6,3
4969,3262,4,6
3693,2200,7,6
4681,209,2,6
4597,4597,5,3
2024,4584,8,3
3146,4946,8,10
2989,3648,4,4
331,4229,8,5
1964,1113,3,1
4172,4944,6,3
3442,3442,10,6
1049,2000,10,1
3356,2389,2,8
3870,70,10,1
34,2715,3,5
3946,3946,5,1
947,947,9,1
4575,4807,5,8
3602,3602,3,5
2289,2897,4,10
3550,3550,3,10
3224,228,3,2
4326,1182,2,7
3737,3737,6,7
4319,732,7,8
2700,2374,7,9
4642,2432,2,2
2139,99,1,4
620,620,5,4
564,1052,4,4
3899,3899,10,7
699,2566,7,1
3900,443,4,2
1049,1049,5,9
2565,2565,9,10
1049,4303,5,3
1972,3702,2,6
3406,3818,6,3
2839,943,9,6
2559,1882,6,9
1049,1049,3,6
803,803,1,4
2958,2958,7,10
337,4236,9,8
906,648,9,7
353,3065,1,5
2302,2302,10,5
868,868,10,1
3091,3091,1,4
590,590,8,2
1060,1060,5,5
693,2203,7,2
216,216,8,7
3329,4194,2,6
2323,2507,7,1
4834,3940,5,2
2595,2943,10,5
4618,4618,1,5
2165,1923,1,7
1957,1957,8,5
2289,2996,8,8
2875,2875,7,10
4742,273,5,6
4638,656,6,4
1605,3786,10,6
2500,2693,5,6
1652,2669,4,8
2002,2280,5,1
749,790,6,2
3789,3854,10,1
4969,2059,6,1
1049,2808,1,9
1685,3454,4,6
4007,2176,9,9
4357,101,6,10
620,3785,8,5
911,911,4,4
4642,3872,4,2
438,1209,1,3
3011,4885,10,6
2315,2315,4,4
4642,4642,6,4
3425,3425,1,8
121,3109,4,7
905,1561,5,6
1049,46,5,7
2995,154,3,1
1724,1315,7,6
381,2109,10,2
1263,2771,10,6
3140,3140,9,10
1807,1952,1,2
3550,2840,4,9
2698,2239,8,6
1871,1102,6,2
2783,4639,6,9
326,1679,2,10
604,807,7,1
4642,624,1,1
2268,2268,2,8
1049,3610,10,9
4377,217,8,8
4119,192,2,8
208,208,1,8
1830,3950,8,2
34,4339,5,10
488,4845,6,2
1060,3997,9,8
699,4336,3,2
2771,2771,7,1
3140,3140,1,10
3344,4925,7,6
121,121,6,6
1936,1836,3,5
620,1811,4,3
4943,4289,7,5
4151,4151,6,7
1509,1310,2,10
2733,2733,6,1
2816,2325,9,8
4053,647,10,7
1747,1747,2,7
3504,1625,9,10
2431,2431,3,7
2645,1585,10,1
1279,4109,3,2
4875,4546,3,1
3741,347,1,6
1049,3312,4,7
4597,4597,8,1
518,4294,10,10
4289,4289,6,3
4461,4695,1,10
68,75,9,8
2964,2964,5,4
973,2498,1,6
4572,4572,4,7
1121,1979,3,8
3033,2980,9,8
2955,498,9,2
1559,816,8,3
1049,2941,2,1
620,620,3,2
2726,1831,8,5
3360,3148,2,3
1520,3056,7,10
3670,3670,5,5
2958,2606,10,3
4642,3805,3,3
2858,2392,7,5
4641,4306,10,7
4968,4987,3,6
1409,1042,2,9
557,3680,10,3
724,3108,2,2
1571,1571,4,4
1215,856,6,4
2961,3365,3,3
2583,2583,7,3
3718,3718,6,6
3360,3360,1,10
1365,3867,10,10
3254,3254,9,2
3204,3580,10,10
3006,3007,10,1
3650,3650,6,5
1319,510,3,6
4715,4715,1,2
906,4580,5,1
538,291,8,6
4431,2776,7,1
2570,72,7,9
2219,945,3,1
4755,1292,3,5
2831,4593,5,1
724,1150,3,3
2355,4857,5,3
4400,4724,3,2
1622,1622,4,9
1049,991,2,9
1553,2468,1,9
847,847,1,3
1049,4049,3,2
4850,815,4,2
1697,966,3,5
2139,2139,7,3
3693,3693,8,2
4871,3761,10,7
3322,3407,3,7
3197,3828,10,6
701,2836,9,9
2653,4574,10,3
777,875,3,2
2291,4662,8,5
29,1545,10,7
2377,3855,8,9
1229,4451,4,9
849,3252,7,10
4216,1776,4,6
481,481,3,4
3326,3663,8,8
1553,1795,4,8
730,730,1,3
2763,4353,4,5
2778,2778,5,6
2782,3862,3,3
2289,1608,1,9
4535,1687,5,7
4431,2598,5,6
363,155,8,4
3035,1450,8,5
2806,2806,10,7
57,2419,2,5
968,1267,6,3
4697,4697,10,4
3718,4467,8,8
1441,1216,6,6
4559,4341,9,3
4550,939,2,8
3617,2796,7,1
297,297,1,2
692,439,4,9
3895,3573,6,10
518,687,5,1
1921,3926,7,6
1043,3758,6,7
4924,4428,5,5
2778,1466,4,2
104,104,8,8
4835,1236,6,1
2087,2066,3,2
4097,4545,4,6
2139,1336,10,9
3349,1618,8,4
3650,3650,5,5
2958,398,5,1
1917,1234,9,7
684,3748,7,3
965,965,1,10
690,1916,6,2
2139,2139,2,4
1553,1553,8,8
1315,1185,10,3
4642,480,6,8
532,2821,1,6
862,859,7,10
3895,4019,3,5
179,179,2,5
1534,4463,8,5
4406,2910,4,10
2445,731,2,4
2448,4846,4,10
1553,1553,7,1
392,3688,1,1
3666,3666,2,9
4220,3389,4,10
250,2294,9,3
4527,4527,1,4
1700,3280,10,4
3094,3094,3,2
716,716,3,7
2476,3808,5,9
4635,4635,2,8
4693,4129,2,8
4707,4189,2,3
583,4222,10,2
113,653,5,6
739,2003,9,7
3111,3018,7,10
2553,4643,8,5
1559,2405,10,1
4550,834,4,3
144,658,8,7
3555,338,6,6
1807,509,8,9
3990,3990,5,1
3546,4512,7,7
791,1020,8,9
3555,3555,7,1
3509,589,8,9
4727,2876,4,5
2816,3968,7,4
3274,1149,10,4
3648,414,2,1
3091,3871,9,7
3328,1208,10,10
4768,2934,7,2
1049,2038,2,1
3538,1554,6,7
4701,2593,2,7
4776,1058,6,3
1553,3297,5,8
3784,3784,9,8
2322,4974,3,7
4490,4490,1,10
17,839,7,10
3331,2521,4,1
3314,1218,1,5
2138,3713,5,2
263,4567,4,9
3289,3735,8,6
1049,2351,3,7
3789,1782,4,5
3693,681,9,5
1707,1707,4,1
4706,38,2,4
3091,3091,3,5
4642,1032,8,1
682,1123,5,9
1814,3023,6,5
3909,3832,4,3
389,389,4,9
1361,1710,3,4
4028,3019,7,1
1049,4534,5,6
4719,2802,5,6
4015,3513,6,4
4225,2168,7,7
3569,4316,1,2
847,2104,2,9
2809,2809,3,7
4990,4605,3,4
4642,1723,8,2
824,3534,6,7
17,1912,8,8
1431,3678,7,9
2322,664,9,10
433,1189,6,1
4653,3142,1,9
978,1357,3,1
2728,255,4,3
3111,2292,10,10
560,3345,4,1
3505,3505,6,9
557,557,2,4
519,519,4,10
2141,254,2,7
1335,1335,6,2
4508,980,8,2
3347,3809,6,4
2939,3067,1,1
1049,715,6,9
1839,3465,3,3
17,2144,7,9
2948,1959,5,7
4553,4553,4,8
509,509,6,2
1049,4378,6,6
4540,3392,10,2
2141,2141,5,5
4642,3515,6,5
416,416,1,6
3146,3146,1,4
2515,246,6,8
3880,2402,1,4
1049,4792,9,4
297,4330,8,1
2666,2510,2,6
1853,3424,5,8
692,45,4,2
620,960,7,1
3650,1944,9,3
736,224,3,4
2182,2182,6,8
1049,1548,2,9
3725,3974,6,9
263,2870,5,5
4517,1153,8,8
3700,3700,7,2
372,937,2,7
2918,2918,5,9
2230,2076,7,2
562,1248,7,3
3379,632,6,8
4184,1107,3,6
3974,4918,1,6
4044,1464,5,2
761,4290,10,1
2499,1774,5,10
868,4530,5,8
1245,1245,7,2
1025,379,9,4
1652,1652,8,8
906,1635,9,9
2139,1986,5,3
1049,1049,4,6
2139,435,1,7
1685,639,5,10
324,531,10,10
2393,2393,7,4
3930,3930,2,6
2595,2595,7,7
1936,3323,9,8
349,2341,10,3
164,2720,2,9
2964,2964,4,1
2447,2447,5,2
1560,3116,1,2
4458,1116,5,1
3555,173,9,6
332,1145,4,9
360,3014,1,3
3260,1108,8,3
2904,4598,5,1
4321,668,5,7
2221,2297,9,9
4149,4149,5,5
692,3105,3,3
3858,3858,4,3
4599,112,5,4
4642,4642,1,4
1,3348,3,9
2297,2297,9,7
1049,618,3,9
1724,279,5,5
4540,2264,7,7
2289,2289,1,8
65,65,8,6
2015,2015,6,4
849,1969,1,4
1060,2471,8,4
2106,3672,8,5
3789,2654,10,6
2139,1982,9,1
1553,1553,9,5
2919,1414,2,3
2961,3524,2,6
3195,4922,1,7
4066,1572,7,1
331,1037,7,7
550,4166,10,7
5,1906,9,10
4697,90,6,9
2072,2072,1,6
2893,376,4,4
2964,2964,3,3
3743,3743,9,6
1813,2689,1,5
3535,3681,7,9
1885,1885,4,6
17,1271,4,1
3900,4143,8,5
2343,3456,2,5
3505,2883,3,3
1032,2920,3,9
3140,727,6,9
3789,641,9,2
54,3885,7,9
1183,3071,5,6
3671,1539,6,6
4565,3387,8,6
115,659,2,4
3481,3481,8,10
1575,592,5,3
4483,1447,9,2
3753,2860,9,8
950,2779,7,9
4406,2454,5,8
2816,888,5,6
45,4308,8,8
2743,2487,3,8
3805,3805,8,6
906,88,4,3
54,1410,9,8
777,1364,7,10
4394,2126,8,8
1274,4786,6,1
4385,2867,9,5
1553,1553,7,4
4090,299,5,7
1425,1425,2,9
615,615,8,9
4575,1440,6,2
1953,3020,7,9
3400,3354,6,8
4051,4051,10,10
2139,3842,4,8
4868,4868,4,2
4566,4867,2,8
334,1272,4,4
3094,3267,3,7
4356,3463,9,2
2431,1002,8,6
702,1015,1,4
3253,1162,6,6
2139,3382,4,10
2240,2240,9,3
2236,1514,10,7
4400,1507,8,9
1904,1904,3,1
605,3750,6,8
1871,3161,10,10
772,1402,4,7
2797,2797,4,9
2893,2893,5,8
692,692,7,2
4225,4809,3,9
4828,3649,6,2
4400,3459,9,10
2615,2615,1,2
682,682,5,9
2816,2816,8,7
868,280,9,3
1049,287,6,5
4687,1427,4,4
4116,4116,8,3
2491,2884,10,10
3420,1325,5,3
4697,23,8,9
2724,2678,1,4
3571,2768,1,5
4597,317,4,10
1871,2585,6,1
3233,3233,1,5
2809,811,9,1
272,3217,4,5
4108,4108,3,5
1470,1470,6,10
4319,2787,5,8
1102,3523,10,10
3906,4393,7,9
1060,1060,3,5
750,2299,3,10
2184,198,6,2
4597,3915,2,1
911,3123,2,9
638,2927,9,4
4289,4289,3,7
2816,3829,1,8
1788,4267,9,4
2530,4429,3,2
2190,2562,9,9
1520,3685,6,7
3406,1820,2,6
257,2209,2,9
4834,2305,9,3
1515,4700,5,8
805,2152,6,10
1049,1753,5,4
2134,1137,7,4
2408,3016,5,6
4356,4356,4,10
2940,4889,10,6
1274,1542,5,9
2659,4690,3,8
3561,3558,3,2
310,304,5,8
1359,796,1,8
2836,852,7,3
104,1671,3,4
3318,2786,7,9
2953,44,6,1
4699,599,2,8
4707,1217,6,7
1609,1609,8,8
752,4882,9,5
143,466,10,10
4835,1881,1,1
331,331,8,4
1826,1573,6,8
634,634,7,8
1049,1049,5,8
3111,1090,3,8
2291,2527,3,4
4075,1996,1,4
1049,3658,7,1
606,3890,5,10
4735,3863,4,6
2778,2368,1,2
45,4355,7,3
3204,3204,1,10
1854,1934,8,9
4451,4451,1,6
3117,1475,6,2
3491,4205,7,9
3074,3074,8,4
3513,4628,5,2
3491,3723,6,4
3730,1512,6,3
4166,4166,7,9
4460,3380,9,1
2462,2462,5,5
4701,4701,5,10
2139,1913,4,8
3496,3496,2,10
2380,723,1,2
3726,52,7,4
4214,4214,7,2
1192,1192,7,8
1919,117,7,8
14,14,2,6
3683,3683,9,5
1049,2029,4,10
2870,4350,10,2
906,1781,2,1
3329,3759,7,6
330,330,1,6
4037,3291,9,10
4707,989,3,2
4833,1054,5,2
3881,3881,8,9
2139,4552,4,3
4085,2327,1,9
1894,1894,8,7
1049,1049,5,4
1646,4753,6,5
2215,1128,6,9
2229,2229,5,4
3971,671,3,1
2083,2083,1,5
4319,2246,8,10
1809,4035,9,2
336,3994,1,7
3833,3833,4,5
997,753,9,7
4077,3634,9,6
750,3999,10,5
3895,251,5,1
4029,4438,5,2
2343,2113,4,1
1560,644,1,8
547,2283,6,5
1049,1049,7,7
2900,2900,9,5
271,893,5,5
4240,2308,10,10
686,3061,9,6
1049,2856,6,1
3254,3254,9,10
1662,1662,6,6
5,5,2,8
3259,1295,1,7
4536,4380,10,1
2022,2022,10,1
854,854,3,8
1627,4571,2,9
3555,4591,9,7
2010,446,3,10
4615,4615,4,10
3109,3109,9,10
710,4784,9,7
1283,2214,3,7
2144,3765,6,3
2377,1010,4,7
3395,726,9,10
1870,2298,6,9
1871,1871,9,4
2380,4863,1,9
1560,1151,8,9
628,674,3,2
3900,4223,6,8
270,270,8,7
1728,2599,8,6
2437,3485,1,7
4974,4974,3,3
1932,4126,6,7
2646,3013,8,5
2434,2434,5,4
4523,3159,8,7
1147,1147,6,8
4046,1688,2,2
4336,4336,7,9
2794,344,3,2
4216,4216,2,7
801,801,10,6
2362,3721,4,8
3477,4224,7,9
54,3141,3,1
2643,2643,4,9
2989,2502,3,10
4657,4657,5,3
2289,3305,4,1
3470,4427,8,2
186,3402,1,7
3513,4913,7,2
2559,1287,10,6
3869,3869,6,9
3531,3531,4,7
148,926,5,9
4225,4948,5,2
1049,970,6,5
1802,140,7,4
2953,1103,7,10
3275,1053,1,9
591,591,9,4
1685,1131,9,5
4740,4740,10,8
3900,3900,8,5
1032,1120,3,9
1590,3931,8,10
3376,2330,7,1
971,453,2,10
4707,728,7,5
801,2175,6,5
1245,1245,8,5
4642,4621,9,6
3204,2725,4,8
2677,4963,10,9
4701,4398,7,2
1049,1049,4,4
4387,3893,2,8
1049,1049,9,9
906,4714,5,2
615,2301,2,6
4642,4233,3,8
127,3137,8,5
3333,3902,1,9
4244,462,8,5
2139,2139,1,8
4674,1265,7,8
1499,1499,1,8
3140,4953,5,9
2377,2118,5,10
107,3232,3,8
4642,4134,8,6
3550,3621,8,8
1917,474,7,3
2690,2690,2,2
3789,410,9,3
3551,4815,7,8
4642,3596,3,9
1504,1504,10,7
3550,1531,1,6
992,992,6,5
3952,1286,4,8
4193,2346,10,10
4037,1734,5,5
1279,1279,4,1
2974,2363,2,10
4216,996,10,6
1301,1301,10,7
730,730,2,6
4151,4967,2,3
3789,3461,6,5
1353,420,3,7
3031,3164,8,5
4603,3522,8,9
1032,1032,8,2
4642,4642,9,4
4575,4575,5,8
17,17,2,2
3784,3784,7,6
438,438,10,6
2845,4555,5,1
2583,96,6,2
4225,4225,3,6
2415,2555,7,5
4801,3104,7,9
1769,1978,5,5
769,2628,3,7
558,3,5,8
1579,2683,6,6
14,14,8,1
777,2037,6,6
106,4562,10,10
4494,3374,8,8
2477,3705,9,1
3204,3989,9,4
620,1373,10,5
2816,2816,8,5
2858,2858,7,7
2964,2964,8,7
4415,1021,5,5
2408,306,7,5
1695,3768,7,7
2569,4606,7,9
4097,408,9,8
2305,4450,4,4
811,811,8,8
1871,3448,8,7
2345,1114,9,8
4151,3219,10,1
2381,2412,3,8
4085,4728,9,5
694,1302,10,1
1248,2027,2,6
911,911,8,1
53,1484,6,5
3650,999,4,10
3035,1993,1,6
4357,108,1,7
2499,2499,6,5
2021,2021,8,7
716,654,3,9
1395,1395,4,8
2182,2182,3,3
3254,3254,7,8
1871,62,6,4
2918,3662,6,5
411,286,8,3
2546,2546,6,4
400,1847,1,5
2529,4525,4,2
2809,3884,9,1
1973,119,1,6
1553,2602,9,8
793,793,1,8
1933,3440,5,9
3493,3493,3,5
3488,3923,7,3
1162,600,7,8
1741,4020,1,5
1049,1049,2,5
4642,2917,7,1
4827,3190,4,10
3091,3053,3,7
1049,3444,9,6
2393,1956,1,1
1440,3527,10,5
4642,2317,3,2
2388,2388,9,4
4329,4840,9,2
4920,4920,10,5
2345,760,2,8
4707,2174,7,5
1487,4754,4,3
4852,3568,2,3
2171,2403,7,2
1188,1188,4,8
2958,170,8,7
331,1122,1,8
706,3187,4,6
1871,3409,9,4
